cost,description,maintanance_company,repairment_company,work_type,year,street_name_geocode,Latitude,Longitude,id,worktype_grouped
1354879.6,Ремонт прибуд. території,,КП МШРБП,Ремонт прибуд. території,2018,"Україна, Тернопіль, проспектЗлуки 55",49.5572123,25.638413,482,Ремонт будинків
1329577.11,Ремонт прибуд. території,,"ТОВ ""ТОМ-ІнвестБуд""",Ремонт прибуд. території,2018,"Україна, Тернопіль, проспектЗлуки 2",49.5621593,25.6112326,483,Ремонт будинків
1413078.07,Ремонт прибуд. території,,"ТОВ ""ТОМ-ІнвестБуд""",Ремонт прибуд. території,2018,"Україна, Тернопіль, проспект Злуки 2",49.5621593,25.6112326,484,Ремонт будинків
130501.64,Ремонт прибуд. території,,"ТОВ ""МіськшляхрембудТеренопіль""",Ремонт прибуд. території,2018,"Україна, Тернопіль, вулиця НовийСвіт 4",49.5639274,25.592697,485,Ремонт будинків
57742.66,Ремонт прибуд. території,,"ТОВ ""ТОМ-ІнвестБуд""",Ремонт прибуд. території,2018,"Україна, Тернопіль, вулицяЧалдаєва 7",49.5606593,25.6274535,486,Ремонт будинків
62719.78,Ремонт прибуд. території,,"ТОВ ""ТОМ-ІнвестБуд""",Ремонт прибуд. території,2018,"Україна, Тернопіль, вулиця Чалдаєва 9",49.5609139,25.6267377,487,Ремонт будинків
1420675.33,Ремонт прибуд. території,,"ФОП Кіцану В.А,",Ремонт прибуд. території,2018,"Україна, Тернопіль, вулицяЛесі  Українки 7",49.5457427,25.6221774,488,Ремонт будинків
606609.62,Ремонт прибуд. території,,КП ТМШРБ,Ремонт прибуд. території,2018,"Україна, Тернопіль, вулицяПротасевича 16",49.5394044,25.6312497,489,Ремонт будинків
666928.15,Ремонт прибуд. території,,"ТОВ ""Шляхрембудзахід""",Ремонт прибуд. території,2018,"Україна, Тернопіль, вулицяПротасевича 6",49.5439333,25.63326,490,Ремонт будинків
696034.15,Ремонт прибуд. території,,"СБУ ""Спецбуд""",Ремонт прибуд. території,2018,"Україна, Тернопіль, вулиця Бережанська 7",49.5500899,25.5620656,491,Ремонт будинків
206708.75,Ремонт прибуд. території,,КП МШРБП,Ремонт прибуд. території,2018,"Україна, Тернопіль, вулицяПротасевича 14",49.5408878,25.6319006,492,Ремонт будинків
180802.75,Ремонт прибуд. території,,КП МШРБП,Ремонт прибуд. території,2018,"Україна, Тернопіль, вулицяПротасевича 14",49.5408878,25.6319006,493,Ремонт будинків
488132.21,Ремонт прибуд. території,,"ТОВ ""Шляхрембудзахід""",Ремонт прибуд. території,2018,"Україна, Тернопіль, вулицяС. Стадникової 1",49.5429352,25.6031756,494,Ремонт будинків
199409.24,Ремонт прибуд. території,,ФОП Швайка В.Д.,Ремонт прибуд. території,2018,"Україна, Тернопіль, вулицяВ.Симоненка 1",49.5689467,25.6415989,495,Ремонт будинків
199889,Ремонт прибуд. території,,"ТОВ ""Тернопільбудпостач""",Ремонт прибуд. території,2018,"Україна, Тернопіль,     вулицявул. Симоненка, 3 (7,8) та вул.Симоненка,5(5,6)    ",49.5690883,25.6425279,496,Ремонт будинків
99999,Ремонт покрівель,,"ПП ""ТернопільКомСервіс""",Ремонт покрівель,2018,"Україна, Тернопіль, вулицяГалицька 41",49.5590247,25.6172818,497,Ремонт будинків
91660.11,Ремонт покрівель,,ФОП Рудницький А.М.,Ремонт покрівель,2018,"Україна, Тернопіль, вулицяВолодимира Великого 5",49.5702203,25.6377753,498,Ремонт будинків
99697.66,Ремонт покрівель,,ФОП Яремчук Р.І.,Ремонт покрівель,2018,"Україна, Тернопіль, бульварДанила  Галицького 28",49.5446351,25.6257772,499,Ремонт будинків
209543.08,Ремонт покрівель,,ФОП Рудницький А.М.,Ремонт покрівель,2018,"Україна, Тернопіль, вулиця Київська 11",49.5611556,25.6435889,500,Ремонт будинків
89133.18,Ремонт покрівель,,"ТОВ""ЮніСервісГруп""",Ремонт покрівель,2018,"Україна, Тернопіль, проспектЗлуки 2",49.5621593,25.6112326,501,Ремонт будинків
119018.76,Ремонт покрівель,,ФОП Рудницький А.М.,Ремонт покрівель,2018,"Україна, Тернопіль, вулицяП.  Дорошенка 10",49.5454765,25.614956,502,Ремонт будинків
80529.49,Ремонт покрівель,,"ТОВ""ЮніСервісГруп""",Ремонт покрівель,2018,"Україна, Тернопіль, вулицяМаксима  Кривоноса 11",49.5485164,25.5654871,503,Ремонт будинків
150971.54,Ремонт покрівель,,ФОП Рудницький А.М.,Ремонт покрівель,2018,"Україна, Тернопіль, бульварП. Куліша 3",49.567369,25.6424385,504,Ремонт будинків
208692.7,Ремонт покрівель,,ФОП Рудницький А.М.,Ремонт покрівель,2018,"Україна, Тернопіль, проспектЗлуки 57",49.556153,25.6385971,505,Ремонт будинків
99924.98,Ремонт покрівель,,"ДП""ЛюксЖитло""ПП""Люкс""",Ремонт покрівель,2018,"Україна, Тернопіль, вулиця15 Квітня 43",49.5660076,25.6504974,506,Ремонт будинків
134904.58,Ремонт покрівель,,"ДП""ЛюксЖитло-1""ПП""Люкс""",Ремонт покрівель,2018,"Україна, Тернопіль, вулицяВ. Симоненка 10",49.567329,25.6438456,507,Ремонт будинків
92579.08,Ремонт покрівель,,ФОП Рудницький А.М.,Ремонт покрівель,2018,"Україна, Тернопіль, вулицяВ. Симоненка 2",49.5681314,25.642974,508,Ремонт будинків
104597.12,Ремонт покрівель,,ФОП Рудницький А.М.,Ремонт покрівель,2018,"Україна, Тернопіль, вулицяПолковника Морозенка 3",49.5699081,25.6478474,509,Ремонт будинків
72658,Ремонт покрівель,,ФОП Яремчук Р.І.,Ремонт покрівель,2018,"Україна, Тернопіль, вулицяС. Будного 30",49.541734,25.5626981,510,Ремонт будинків
