id,cost,description,maintanance_company,repairment_company,work_type,year,street_name_geocode,Latitude,Longitude
369,1725389.85,Ремонт прибуд. території,,"ТОВ ""ТОМ-Інвестбуд""",Ремонт прибуд. території,2017,"Україна, Тернопіль, вулиця Чалдаєва 7",49.5606593,25.6274535
370,788621.321,Ремонт прибуд. території,,"ТОВ ""Фенікс"" 2017",Ремонт прибуд. території,2017,"Україна, Тернопіль, вулиця Чалдаєва 13",49.5612333,25.6271857
371,1512673.4,Ремонт прибуд. території,,"ТОВ ""ТОМ-Інвестбуд""",Ремонт прибуд. території,2017,"Україна, Тернопіль, вулиця Чалдаєва 9",49.5609139,25.6267377
372,370152.28,Ремонт прибуд. території,,ФОП Наконечний О.В.,Ремонт прибуд. території,2017,"Україна, Тернопіль, вулицяП.Орлика 1",49.5448359,25.5766561
373,862912.16,Ремонт прибуд. території,,КП МШРБП,Ремонт прибуд. території,2017,"Україна, Тернопіль, проспектЗлуки 31",49.5608502,25.6208976
374,673636.37,Ремонт прибуд. території,,"ТОВ ""АваксПроф""",Ремонт прибуд. території,2017,"Україна, Тернопіль, вулицяГенерала М. Тарнавського 22",49.5637591,25.6337683
375,601653.76,Ремонт прибуд. території,,"ТОВ ""ТОМ-Інвестбуд""",Ремонт прибуд. території,2017,"Україна, Тернопіль, вулиця Київська 11",49.5611556,25.6435889
376,1143751.98,Ремонт прибуд. території,,"ТОВ ""ТОМ-Інвестбуд""",Ремонт прибуд. території,2017,"Україна, Тернопіль, вулицяКиївська 11а",49.5607306,25.6440357
377,1168682.11,Ремонт прибуд. території,,"ТОВ ""ТОМ-Інвестбуд""",Ремонт прибуд. території,2017,"Україна, Тернопіль, вулицяМ.Грушевського 1",49.5535188,25.5940795
378,137449.873,Ремонт прибуд. території,,КП МШРБП,Ремонт прибуд. території,2017,"Україна, Тернопіль, вулиця Генерала М. Тарнавського 5",49.5620928,25.6249938
379,293827.48,Ремонт прибуд. території,,"ТОВ ""ГазПластБуд""",Ремонт прибуд. території,2017,"Україна, Тернопіль,     вулицявул. Київська,6а-вул. Київська, 6б    ",49.5621612787,25.6382328272
380,1388380.43,Ремонт прибуд. території,,"ТОВ ""ТОМ-Інвестбуд""",Ремонт прибуд. території,2017,"Україна, Тернопіль, вулицяЧалдаєва 5",49.5609452,25.625977
381,295227.61,Ремонт прибуд. території,,ФОП Наконечний О.В.,Ремонт прибуд. території,2017,"Україна, Тернопіль, проспектСтепана  Бандери 96",49.5473942,25.6324468
382,130156.24,Ремонт покрівель,,"ТОВ ""Фенікс 2017""",Ремонт покрівель,2017,"Україна, Тернопіль, бульварТараса  Шевченка 33",49.5514606,25.595588
383,236206.2,Ремонт покрівель,,ПП Рудніцкий А.М.,Ремонт покрівель,2017,"Україна, Тернопіль, вулицяБ. Лепкого 14",49.5642135243,25.6361031532
384,77541.493,Ремонт покрівель,,ПП Рудніцкий А.М.,Ремонт покрівель,2017,"Україна, Тернопіль, вулицяП. Куліша 4",49.5669039,25.6417547
385,173741.73,Ремонт покрівель,,ПП Рудніцкий А.М.,Ремонт покрівель,2017,"Україна, Тернопіль, вулиця Володимира  Великого 4",49.5702203,25.6377753
386,44028.86,Ремонт покрівель,,ПП Рудніцкий А.М.,Ремонт покрівель,2017,"Україна, Тернопіль, проспектЗлуки 29",49.561552618,25.6204497814
387,142858.47,Ремонт покрівель,,ПП Рудніцкий А.М.,Ремонт покрівель,2017,"Україна, Тернопіль, вулиця Київська 10",49.5629272,25.6376388
388,161858.18,Ремонт покрівель,,ПП Рудніцкий А.М.,Ремонт покрівель,2017,"Україна, Тернопіль, вулиця Білецька 16",49.5593479903,25.587887764
389,18653.7,Ремонт покрівель,,ПП Рудніцкий А.М.,Ремонт покрівель,2017,"Україна, Тернопіль,     вулиця Князя  Острозького 58, 60  ",49.5445,25.6003813
390,299225.3,Ремонт покрівель,,"ПП ""ТернопільКомСервіс""",Ремонт покрівель,2017,"Україна, Тернопіль, вулиця Галицька 41",49.5596616527,25.6188297272
391,258731.66,Ремонт покрівель,,"ТОВ ""Газ-Пласт-Буд""",Ремонт покрівель,2017,"Україна, Тернопіль, вулицяМитрополита Шептицького 3",49.5479083,25.5938527
392,193194.2,Ремонт покрівель,,"ТОВ ""ВенконІнвест""",Ремонт покрівель,2017,"Україна, Тернопіль, вулицяКлима Савури 7",49.5389884,25.6295047
393,623829.46,Ремонт покрівель,,"ТОВ ""ВенконІнвест""",Ремонт покрівель,2017,"Україна, Тернопіль, вулицяІ. Мазепи 5",49.5508459,25.5696682
394,403199.6,Ремонт покрівель,,"ТОВ ""ВенконІнвест""",Ремонт покрівель,2017,"Україна, Тернопіль, вулицяЗбаразька 35",49.5623552966,25.6074678898
395,492075.06,Ремонт покрівель,,"ТОВ ""ВенконІнвест""",Ремонт покрівель,2017,"Україна, Тернопіль, вулицяБроварна 14",49.5592714,25.5898988
396,129074.32,Ремонт покрівель,,ФОП Яремук Р.І.,Ремонт покрівель,2017,"Україна, Тернопіль, бульварДанила  Галицького 6",49.5462198,25.6266292
397,171005.4,Ремонт покрівель,,ФОП Яремук Р.І.,Ремонт покрівель,2017,"Україна, Тернопіль, вулиця Володимира Великого 5",49.5707397179,25.6365859509
398,241585.98,Ремонт покрівель,,ФОП Яремук Р.І.,Ремонт покрівель,2017,"Україна, Тернопіль, вулицяБ.Лепкого 6",49.5609859,25.6368525
399,104582.18,Ремонт покрівель,,ФОП Яремук Р.І.,Ремонт покрівель,2017,"Україна, Тернопіль, бульварДанила  Галицького 28",49.5446351,25.6257772
400,49998.91,Ремонт покрівель,,ФОП Яремук Р.І.,Ремонт покрівель,2017,"Україна, Тернопіль, вулиця Бойківська 4",49.557198473,25.6213885546
401,309162.18,Ремонт покрівель,,ПП Рудніцкий А.М.,Ремонт покрівель,2017,"Україна, Тернопіль, вулицяС.Петлюри 3",49.55662224,25.6443107128
402,183722.58,Ремонт покрівель,,ФОП Зіньчук П.В.,Ремонт покрівель,2017,"Україна, Тернопіль, вулиця Лесі  Українки 37",49.5431933,25.6304276
403,254145.42,Ремонт покрівель,,ФОП Яремчук Р.І.,Ремонт покрівель,2017,"Україна, Тернопіль, вулиця Карпенка 23",49.5429022,25.5831289
404,152041.5,Ремонт покрівель,,ФОП Яремчук Р.І.,Ремонт покрівель,2017,"Україна, Тернопіль, вулиця Братів Бойчуків 5",49.5600409,25.6386861
405,387481.32,Ремонт покрівель,,ФОП Яремчук Р.І.,Ремонт покрівель,2017,"Україна, Тернопіль, вулицяБродівська 50",49.5738082854,25.5889177322
